study_id,site_id,plot_id,longitude,latitude,elevation,datum,elevation_method,MSL,MHW,HAT,HOT,LAT,LOT,MHHW,MHHWS,MHLW,MLHW,MLLW,MLLWS,MLW,tidal_datum_source,year,is_peak_biomass,field_or_manipulation_code,genus,species,harvest_or_allometry,plot_area,AGB_total,AGB_total_se,AGB_total_n
Morris_et_al_2013,North Inlet,NA,-79.166846,33.328097,-0.3,"NAVD88",NA,-0.03540716131981785,0.7024289559626804,1.2850582178706085,1.515,-1.41788600146694,-1.789,0.8107680255333496,0.9894435881553288,-0.8097166050378001,0.5930109707611306,-0.8873656164113641,-1.0630568023456648,-0.8483733452488897,NOAA gauge 8662245 2005 to 2010.,2010,yes,marsh organ,Spartina,alterniflora,harvest,NA,0,0,30
Morris_et_al_2013,North Inlet,NA,-79.166846,33.328097,-0.2,"NAVD88",NA,-0.03540716131981785,0.7024289559626804,1.2850582178706085,1.515,-1.41788600146694,-1.789,0.8107680255333496,0.9894435881553288,-0.8097166050378001,0.5930109707611306,-0.8873656164113641,-1.0630568023456648,-0.8483733452488897,NOAA gauge 8662245 2005 to 2010.,2010,yes,marsh organ,Spartina,alterniflora,harvest,NA,268.1948424,72.20630372,30
Morris_et_al_2013,North Inlet,NA,-79.166846,33.328097,0,"NAVD88",NA,-0.03540716131981785,0.7024289559626804,1.2850582178706085,1.515,-1.41788600146694,-1.789,0.8107680255333496,0.9894435881553288,-0.8097166050378001,0.5930109707611306,-0.8873656164113641,-1.0630568023456648,-0.8483733452488897,NOAA gauge 8662245 2005 to 2010.,2010,yes,marsh organ,Spartina,alterniflora,harvest,NA,639.5415473,89.3982808,30
Morris_et_al_2013,North Inlet,NA,-79.166846,33.328097,0.1,"NAVD88",NA,-0.03540716131981785,0.7024289559626804,1.2850582178706085,1.515,-1.41788600146694,-1.789,0.8107680255333496,0.9894435881553288,-0.8097166050378001,0.5930109707611306,-0.8873656164113641,-1.0630568023456648,-0.8483733452488897,NOAA gauge 8662245 2005 to 2010.,2010,yes,marsh organ,Spartina,alterniflora,harvest,NA,828.6532951,68.76790831,30
Morris_et_al_2013,North Inlet,NA,-79.166846,33.328097,0.2,"NAVD88",NA,-0.03540716131981785,0.7024289559626804,1.2850582178706085,1.515,-1.41788600146694,-1.789,0.8107680255333496,0.9894435881553288,-0.8097166050378001,0.5930109707611306,-0.8873656164113641,-1.0630568023456648,-0.8483733452488897,NOAA gauge 8662245 2005 to 2010.,2010,yes,marsh organ,Spartina,alterniflora,harvest,NA,560.4584527,110.0286533,30
Morris_et_al_2013,North Inlet,NA,-79.166846,33.328097,0.29,"NAVD88",NA,-0.03540716131981785,0.7024289559626804,1.2850582178706085,1.515,-1.41788600146694,-1.789,0.8107680255333496,0.9894435881553288,-0.8097166050378001,0.5930109707611306,-0.8873656164113641,-1.0630568023456648,-0.8483733452488897,NOAA gauge 8662245 2005 to 2010.,2010,yes,marsh organ,Spartina,alterniflora,harvest,NA,1017.765043,103.1518625,30
Morris_et_al_2013,North Inlet,NA,-79.166846,33.328097,0.4,"NAVD88",NA,-0.03540716131981785,0.7024289559626804,1.2850582178706085,1.515,-1.41788600146694,-1.789,0.8107680255333496,0.9894435881553288,-0.8097166050378001,0.5930109707611306,-0.8873656164113641,-1.0630568023456648,-0.8483733452488897,NOAA gauge 8662245 2005 to 2010.,2010,yes,marsh organ,Spartina,alterniflora,harvest,NA,735.8166189,116.9054441,30
Morris_et_al_2013,North Inlet,NA,-79.166846,33.328097,0.5,"NAVD88",NA,-0.03540716131981785,0.7024289559626804,1.2850582178706085,1.515,-1.41788600146694,-1.789,0.8107680255333496,0.9894435881553288,-0.8097166050378001,0.5930109707611306,-0.8873656164113641,-1.0630568023456648,-0.8483733452488897,NOAA gauge 8662245 2005 to 2010.,2010,yes,marsh organ,Spartina,alterniflora,harvest,NA,1062.464183,89.3982808,30
Morris_et_al_2013,North Inlet,NA,-79.166846,33.328097,0.6,"NAVD88",NA,-0.03540716131981785,0.7024289559626804,1.2850582178706085,1.515,-1.41788600146694,-1.789,0.8107680255333496,0.9894435881553288,-0.8097166050378001,0.5930109707611306,-0.8873656164113641,-1.0630568023456648,-0.8483733452488897,NOAA gauge 8662245 2005 to 2010.,2010,yes,marsh organ,Spartina,alterniflora,harvest,NA,1172.492837,75.64469914,30
Morris_et_al_2013,North Inlet,NA,-79.166846,33.328097,0.7,"NAVD88",NA,-0.03540716131981785,0.7024289559626804,1.2850582178706085,1.515,-1.41788600146694,-1.789,0.8107680255333496,0.9894435881553288,-0.8097166050378001,0.5930109707611306,-0.8873656164113641,-1.0630568023456648,-0.8483733452488897,NOAA gauge 8662245 2005 to 2010.,2010,yes,marsh organ,Spartina,alterniflora,harvest,NA,670.487106,110.0286533,30
Morris_et_al_2013,North Inlet,NA,-79.166846,33.328097,0.79,"NAVD88",NA,-0.03540716131981785,0.7024289559626804,1.2850582178706085,1.515,-1.41788600146694,-1.789,0.8107680255333496,0.9894435881553288,-0.8097166050378001,0.5930109707611306,-0.8873656164113641,-1.0630568023456648,-0.8483733452488897,NOAA gauge 8662245 2005 to 2010.,2010,yes,marsh organ,Spartina,alterniflora,harvest,NA,976.504298,79.08309456,30
Morris_et_al_2013,North Inlet,NA,-79.166846,33.328097,0.9,"NAVD88",NA,-0.03540716131981785,0.7024289559626804,1.2850582178706085,1.515,-1.41788600146694,-1.789,0.8107680255333496,0.9894435881553288,-0.8097166050378001,0.5930109707611306,-0.8873656164113641,-1.0630568023456648,-0.8483733452488897,NOAA gauge 8662245 2005 to 2010.,2010,yes,marsh organ,Spartina,alterniflora,harvest,NA,519.1977077,79.08309456,30
